No.,Temple Name,Type,Temple Address,Villages,Districts,Regency,Province,Pos code,Latitude,Longitude
2919,Pura Desa Selat Panlan Banten,Pura Desa,"Selat, Sukasada, Buleleng, Bali, 81161",Selat,Sukasada,Buleleng,Bali,81161,-8.1796418,115.0689403
2920,Pura Desa Senganan Kawan,Pura Desa,"Jl. Raya Senganan No.53, Senganan, Penebel, Tabanan, Bali, 82191",Senganan,Penebel,Tabanan,Bali,82191,-8.3732686,115.15677
2921,Pura Desa Seraya Kangin,Pura Desa,"Seraya Timur, Karangasem, Karangasem, Bali, 80811",Seraya Timur,Karangasem,Karangasem,Bali,80811,-8.4115031,115.6863852
2922,Pura desa Silangjana,Pura Desa,"Unnamed Road, Silangjana, Buleleng, Buleleng, Bali, 81161",Silangjana,Buleleng,Buleleng,Bali,81161,-8.1701903,115.1485816
2923,Pura Desa Sobangan,Pura Desa,"Sobangan, Mengwi, Badung, Bali, 80352",Sobangan,Mengwi,Badung,Bali,80352,-8.5007839,115.1952938
2924,Pura Desa Sulanyah,Pura Desa,"Jl. Cendana, Sulanyah, Seririt, Buleleng, Bali, 81153",Sulanyah,Seririt,Buleleng,Bali,81153,-8.1956633,114.9422187
2925,Pura Desa Tajen,Pura Desa,"Tajen, Penebel, Tabanan, Bali, 82181",Tajen,Penebel,Tabanan,Bali,82181,-8.437718,115.1536623
2926,Pura Desa Takmung/ Pura Balaiagung,Pura Desa,"Takmung, Banjarangkan, Klungkung, Bali, 80716",Takmung,Banjarangkan,Klungkung,Bali,80716,-8.5529084,115.3917576
2927,Pura Desa Taman,Pura Desa,"Jl. Batas Kangin No.430, Taman, Abiansemal, Badung, Bali, 80352",Taman,Abiansemal,Badung,Bali,80352,-8.4877325,115.2264956
2928,Pura Desa Taman Pohmanis,Pura Desa,"Jl. Nagasari, Penatih Dangin Puri, Denpasar Timur, Kota Denpasar, Bali, 80238",Penatih Dangin Puri,Denpasar Timur,Kota Denpasar,Bali,80238,-8.6057739,115.2422744
2929,Pura Desa Tamanbali,Pura Desa,"Taman Bali, Bangli, Bangli, Bali, 80614",Taman Bali,Bangli,Bangli,Bali,80614,-8.4993593,115.3487128
2930,Pura Desa Tangguwisia,Pura Desa,"Tangguwisia, Seririt, Buleleng, Bali, 81152",Tangguwisia,Seririt,Buleleng,Bali,81152,-8.1983821,114.9473528
2931,Pura Desa Tejakula,Pura Desa,"Tejakula, Buleleng, Bali, 81173",0,Tejakula,Buleleng,Bali,81173,-8.1249888,115.3383112
2932,Pura Desa Telaga,Pura Desa,"Telaga, Busungbiu, Buleleng, Bali, 81154",Telaga,Busungbiu,Buleleng,Bali,81154,-8.2702804,114.9502722
2933,Pura Desa Temukus,Pura Desa,"Unnamed Road, Temukus, Banjar, Buleleng, Bali, 81152",Temukus,Banjar,Buleleng,Bali,81152,-8.1832333,114.9984049
2934,Pura Desa Tigawasa,Pura Desa,"Tigawasa, Banjar, Buleleng, Bali, 81152",Tigawasa,Banjar,Buleleng,Bali,81152,-8.2019133,115.0235541
2935,Pura Desa Tigawasa,Pura Desa,"Tigawasa, Banjar, Buleleng, Bali, 81152",Tigawasa,Banjar,Buleleng,Bali,81152,-8.202138,115.023428
2936,Pura Desa Tinga Tinga,Pura Desa,"Jl. Taman Sari, Tinga Tinga, Gerokgak, Buleleng, Bali, 81155",Tinga Tinga,Gerokgak,Buleleng,Bali,81155,-8.2067135,114.8456065
2937,Pura Desa Tinggan,Pura Desa,"Pelaga, Petang, Badung, Bali, 80353",Pelaga,Petang,Badung,Bali,80353,-8.2703273,115.2203429
2938,Pura Desa Tri Wahana Eka Wingun,Pura Desa,"Sekartaji, Nusapenida, Klungkung, Bali, 80771",Sekartaji,Nusapenida,Klungkung,Bali,80771,-8.7939999,115.5554764
2939,Pura Desa Balai Agung Petiga,Pura Desa,"Jl. Raya Marga-Apuan, Petiga, Marga, Tabanan, Bali, 82181",Petiga,Marga,Tabanan,Bali,82181,-8.4359268,115.1770662
2940,Pura Desa Pura Puseh Payogan,Pura Desa,"Jl. RSI Markandya II No.1, Kedewatan, Ubud, Gianyar, Bali, 80561",Kedewatan,Ubud,Gianyar,Bali,80561,-8.4793827,115.251737
2941,Pura Desa Puseh Desa Pakraman Gelogor,Pura Desa,"Lodtunduh, Ubud, Gianyar, Bali, 80571",Lodtunduh,Ubud,Gianyar,Bali,80571,-8.5551483,115.2568063
2942,Pura Desa Puseh Jempeng,Pura Desa,"Banjar Jempeng, Taman, Abiansemal, Taman, Abiansemal, Badung, Bali, 80352",Taman,Abiansemal,Badung,Bali,80352,-8.4594188,115.2307329
2943,Pura Desa Umeanyar,Pura Desa,"Umeanyar, Seririt, Buleleng, Bali, 81153",Umeanyar,Seririt,Buleleng,Bali,81153,-8.1967896,114.9178864
2944,"Pura Desa, Desa Adat Liligundi",Pura Desa,"Unnamed Road, Bebandem, Karangasem, Bali, 80861",Unnamed Road,Bebandem,Karangasem,Bali,80861,-8.423708,115.5582152
2945,"Pura Desa, Desa Nagasepaha",Pura Desa,"Nagasepaha, Buleleng, Buleleng, Bali, 81161",Nagasepaha,Buleleng,Buleleng,Bali,81161,-8.1509633,115.1247534
2946,"Pura Desa, Desa Pekraman Kutri",Pura Desa,"Jl. Raya Singapadu No.99, Batubulan, Sukawati, Gianyar, Bali, 80582",Batubulan,Sukawati,Gianyar,Bali,80582,-8.577522,115.2562148
2947,Pura Desa/ Puseh Desa Munduk,Pura Desa,"Munduk, Banjar, Buleleng, Bali, 81152",Munduk,Banjar,Buleleng,Bali,81152,-8.2760771,115.0814704
2948,Pura desa/Balai Agung Desa Pakraman Kulub,Pura Desa,"Jl. Raya Ayodya, Tampaksiring, Gianyar, Bali, 80552",Jl. Raya Ayodya,Tampaksiring,Gianyar,Bali,80552,-8.4488231,115.3132121
2949,Pura Desa/Puseh Jagat Kebon,Pura Desa,"Unnamed Road, Kedisan, Tegallalang, Gianyar, Bali, 80561",Kedisan,Tegallalang,Gianyar,Bali,80561,-8.4260817,115.2860985
2950,Pura Desau0026puseh Banjar apuh,Pura Desa,"Jl. Raya Tegal Suci No.51, Sebatu, Tegallalang, Gianyar, Bali, 80561",Sebatu,Tegallalang,Gianyar,Bali,80561,-8.3477842,115.3158176
2951,Pura Dewa Pager,,"Unnamed Road, Banyumulek, Kediri, Lombok Barat, NTB, 83362",Banyumulek,Kediri,Lombok Barat,NTB,83362,-8.653535,116.11525
2952,pura dewa pakok,,"Lembar, Lombok Barat, NTB",0,Lembar,Lombok Barat,NTB,0,-8.6827443,116.0692346
2953,Pura dewi sebatu,,"Jalan Jasan, Pucung, Sebatu, Tegallalang, Gianyar, Bali, 80561",Sebatu,Tegallalang,Gianyar,Bali,80561,-8.3861927,115.3005233
2954,Pura Dang Kahyangan Griya Sakti Bukit Bangli,Dang Kahyangan,"Jl. Nusantara, Cempaga, Bangli, Bangli, Bali, 80613",Cempaga,Bangli,Bangli,Bali,80613,-8.4396638,115.3557245
2955,Pura Dang Kahyangan Gunung Payung,Dang Kahyangan,"Jl. Gunung Payung, Kutuh, Kuta Selatan, Badung, Bali",Kutuh,Kuta Selatan,Badung,Bali,0,-8.8390177,115.2018646
2956,Pura Dang Kahyangan Prapat Agung Temple,Dang Kahyangan,"Sumber Klampok, Gerokgak, Buleleng, Bali, Sumber Klampok, Gerokgak, Buleleng, Bali, 81155",Sumber Klampok,Gerokgak,Buleleng,Bali,81155,-8.1337717,114.4475875
2957,Pura Dhang Khayangan Griya ?akti Manuaba Apuan,Dang Kahyangan,"Apuan, Susut, Bangli, Bali, 80515",Apuan,Susut,Bangli,Bali,80515,-8.4754563,115.3274597
2958,Pura Dibu Delodan. Pasek Gelgel. Banjar pakudansih,,"Muncan, Selat, Karangasem, Bali, 80862",Muncan,Selat,Karangasem,Bali,80862,-8.4385581,115.4524382
2959,Pura Direng,,"Gg. Subadra No.9x, Bitera, Gianyar, Gianyar, Bali, 80515",Bitera,Gianyar,Gianyar,Bali,80515,-8.533398,115.3130488
2960,Pura Doho,,"Jl. Rijasa No.27, Petulu, Ubud, Gianyar, Bali, 80571",Petulu,Ubud,Gianyar,Bali,80571,-8.4959983,115.274839
2961,PURA DOMPA,,"Jimbaran, South Kuta, Badung, Bali, 80361",Jimbaran,South Kuta,Badung,Bali,80361,-8.7913659,115.1461672
2962,Pura Dugul,,"Banjar Samuan Kawan, Carangsari, Petang, Badung, Bali, 80353",Carangsari,Petang,Badung,Bali,80353,-8.4568281,115.216427
2963,Pura Dugul - Kuning,,"Bebalang, Bangli, Bangli, Bali, 80614",Bebalang,Bangli,Bangli,Bali,80614,-8.4855566,115.358222
2964,Pura Dugul BBK II,,"Carangsari, Petang, Badung, Bali, 80353",Carangsari,Petang,Badung,Bali,80353,-8.4437145,115.2237999
2965,Pura dugul cutak,,"Banjar bandung, Siangan, Gianyar, Gianyar, Bali, 80515",Siangan,Gianyar,Gianyar,Bali,80515,-8.5180913,115.3140393
2966,Pura Dugul Getasan,,"Getasan, Petang, Badung, Bali, 80353",Getasan,Petang,Badung,Bali,80353,-8.4268751,115.2214029
2967,Pura Dugul Munduk Batu Megong,,"Jl. Dewi Saraswati km 4.0, Banjar Karang Dalem I, Desa Bongkasa Pertiwi, Abiansemal, Bongkasa Pertiwi, Abiansemal, Badung, Bali, 80352",Bongkasa Pertiwi,Abiansemal,Badung,Bali,80352,-8.460304,115.2341575
2968,Pura Dugul Raja Suta,,"Jl. Raya Pejeng Tampaksiring, Pejeng Kaja, Tampaksiring, Gianyar, Bali, 80552",Pejeng Kaja,Tampaksiring,Gianyar,Bali,80552,-8.49464,115.291669
2969,Pura Dugul Sangeh,,"Jln. Peninjauan, Sangeh, Abiansemal, Sangeh, Abiansemal, Badung, Bali, 80352",Sangeh,Abiansemal,Badung,Bali,80352,-8.490881,115.205958
2970,Pura Dugul Subak Buangga Desa Getasan,,"Jalan Mujair, Getasan, Petang, Badung, Bali, 80353",Getasan,Petang,Badung,Bali,80353,-8.4260039,115.2276217
2971,Pura Dugul Tebuana,,"Banjar Tebuana, Taro, Tegallalang, Gianyar, Bali, 80561",Taro,Tegallalang,Gianyar,Bali,80561,-8.3546053,115.2956648
2972,Pura Dukuh,,"Sambirenteng, Tejakula, Buleleng, Bali, 81173",Sambirenteng,Tejakula,Buleleng,Bali,81173,-8.1601575,115.4036515
2973,Pura Dukuh,,"Jl. Singaraja, Sembiran, Buleleng, Buleleng, Bali, 81119",Sembiran,Buleleng,Buleleng,Bali,81119,-8.127766,115.285053
2974,Pura Dukuh,,"Banjar Dukuh, Batudinding, Kintamani, Bangli, Bali, 80652",Batudinding,Kintamani,Bangli,Bali,80652,-8.281316,115.4103782
2975,Pura Dukuh,,"Penatahan, Penebel, Tabanan, Bali, 82152",Penatahan,Penebel,Tabanan,Bali,82152,-8.4298321,115.1241405
2976,Pura dukuh,,"Pura dukuh, Pinggan, Kintamani, Bangli, Bali, 80652",Pinggan,Kintamani,Bangli,Bali,80652,-8.1986705,115.3880075
2977,Pura Dukuh Alasngandang,,"Banjar Dinas Alasngandang, Pempatan, Rendang, Karangasem, Bali, 80863",Pempatan,Rendang,Karangasem,Bali,80863,-8.3587608,115.4108087
2978,Pura Dukuh Ampel Gading,,"Sambirenteng, Tejakula, Buleleng, Bali, 81173",Sambirenteng,Tejakula,Buleleng,Bali,81173,-8.1445611,115.4058006
2979,Pura Dukuh Beji Timpag dangin tukad,,"Unnamed Road, Timpag, Kerambitan, Tabanan, Bali, 82161",Timpag,Kerambitan,Tabanan,Bali,82161,-8.4868713,115.0836117
2980,Pura dukuh darmaji,,"Desa adat darmaji, Ban, Kubu, Karangasem, Bali, 80853",Ban,Kubu,Karangasem,Bali,80853,-8.2691713,115.4645953
2981,Pura Dukuh Lambuan,,"Desa Adat, Pertima, Karangasem, Karangasem, Bali, 80851",Pertima,Karangasem,Karangasem,Bali,80851,-8.4757345,115.5918892
2982,Pura Dukuh Maletkutamesir,,"Banjar Maletkutamesir, Tiga, Susut, Bangli, Bali, 80661",Tiga,Susut,Bangli,Bali,80661,-8.3634127,115.3294482
2983,Pura Dukuh Moding,,"Unnamed Road, 80811, Seraya, Karangasem, Karangasem, Bali, 80811",Seraya,Karangasem,Karangasem,Bali,80811,-8.4133784,115.6647092
2984,Pura Dukuh Ngob,,"Jl. Karangasem - Seraya, Seraya, Karangasem, Karangasem, Bali, 80811",Seraya,Karangasem,Karangasem,Bali,80811,-8.4211519,115.6625226
2985,Pura Dukuh Pandya Bang Bantas,,"Timur, Bantas, Selemadeg Timur, Tabanan, Bali, 82161",Bantas,Selemadeg Timur,Tabanan,Bali,82161,-8.5019985,115.0685031
2986,Pura Dukuh Pidpid,,"Seraya, Karangasem, Karangasem, Bali, 80811",Seraya,Karangasem,Karangasem,Bali,80811,-8.4293837,115.6585583
2987,Pura Dukuh Pingit,,"Unnamed Road, Seraya Barat, Karangasem, Karangasem, Bali, 80811",Seraya Barat,Karangasem,Karangasem,Bali,80811,-8.4393156,115.646952
2988,Pura Dukuh Prenasih,,"Sebudi, Selat, Karangasem, Bali, 80853",Sebudi,Selat,Karangasem,Bali,80853,-8.3776382,115.4983191
2989,Pura Dukuh Rijasa,,"Siakin, Kintamani, Bangli, Bali, 80652",Siakin,Kintamani,Bangli,Bali,80652,-8.1723988,115.3767312
2990,Pura dukuh sakti,,"Jl. Gn. Agung, Muncan, Selat, Karangasem, Bali, 80862",Muncan,Selat,Karangasem,Bali,80862,-8.4188926,115.4501208
2991,PURA DUKUH SAKTI,,"Sekumpul, Sawan, Buleleng, Bali, 81171",Sekumpul,Sawan,Buleleng,Bali,81171,-8.1723566,115.1844691
2992,Pura Dukuh Sari,,"Benoa, South Kuta, Badung, Bali",Benoa,South Kuta,Badung,Bali,0,-8.832994,115.2148196
2993,Pura Dukuh Taman Sari Seraya Tengah,,"Banjar Dinas Taman Tengah, , Seraya, Karangasem, Karangasem, Bali, 80811",Seraya,Karangasem,Karangasem,Bali,80811,-8.4190734,115.6656901
2994,Pura Dukuh Yeh Mengkeb,,"Pertima, Karangasem, Karangasem, Bali, 80811",Pertima,Karangasem,Karangasem,Bali,80811,-8.4768763,115.5915305
2995,Pura Dukuh Yeh Mengkeb,,"Desa Adat Timbrah, Pertima, Karangasem, Karangasem, Bali, 80813",Pertima,Karangasem,Karangasem,Bali,80813,-8.475556,115.595442
2996,Pura Dukuh Yeh Mengkeb,,"Desa Adat Timbrah, Pertima, Karangasem, Karangasem, Bali, 80811",Pertima,Karangasem,Karangasem,Bali,80811,-8.47604,115.59167
2997,Pura DUUR BINGIN,,"Tegallalang, Gianyar, Bali, 80561",0,Tegallalang,Gianyar,Bali,80561,-8.457809,115.2769399
2998,Pura Duur Bingin Keliki,,"Jl. Raya Keliki, Keliki, Payangan, Gianyar, Bali, 80651",Keliki,Payangan,Gianyar,Bali,80651,-8.4477602,115.2629998
2999,Pura Duur Gunung,,"Keliki, Tegallalang, Gianyar, Bali, 80561",Keliki,Tegallalang,Gianyar,Bali,80561,-8.4572267,115.2612886
3000,Pura Dwangga,,"Sidemen, Karangasem, Bali, 80864",0,Sidemen,Karangasem,Bali,80864,-8.4634729,115.4610916
3001,Pura Embang,,"Munduk, Banjar, Buleleng, Bali, 81152",Munduk,Banjar,Buleleng,Bali,81152,-8.2654084,115.1025227
3002,Pura Empelan,,"Tinga Tinga, Gerokgak, Buleleng, Bali, 81155",Tinga Tinga,Gerokgak,Buleleng,Bali,81155,-8.2135285,114.8377725
3003,Pura Empelan Gianyar,,"Jl. Ngenjung Sari, Bakbakan, Gianyar, Gianyar, Bali, 80515",Bakbakan,Gianyar,Gianyar,Bali,80515,-8.5019869,115.3289855
3004,Pura Endek,,"Munduk, Banjar, Buleleng, Bali, 81152",Munduk,Banjar,Buleleng,Bali,81152,-8.2619504,115.1036359
3005,Pura Ental Ulakan,,"Jl Nyuh gading desa, ulakan, Manggis, Karangasem, Bali, 80871",ulakan,Manggis,Karangasem,Bali,80871,-8.4880415,115.5100618
3006,Pura Erjeruk,,"Jl. Pantai Purnama, Sukawati, Sukawati, Gianyar, Bali",Sukawati,Sukawati,Gianyar,Bali,0,-8.6145082,115.3085732
3007,Pura Gaduh,,"Jl. Raya Abiansemal, Abiansemal, Abiansemal, Badung, Bali, 80352",Abiansemal,Abiansemal,Badung,Bali,80352,-8.5293124,115.2120838
3008,Pura Gaduh,,"Jl. Pantai Masceti, Medahan, Blahbatuh, Gianyar, Bali, 80515",Medahan,Blahbatuh,Gianyar,Bali,80515,-8.5755352,115.3381982
3009,Pura Gaduh,,"Unnamed Road, Giri Emas, Sawan, Buleleng, Bali, 81171",Giri Emas,Sawan,Buleleng,Bali,81171,-8.080155,115.138662
3010,Pura Gaduh Desa Temesi,,"Jl. Raya Temesi No.100X, Temesi, Gianyar, Gianyar, Bali, 80515",Temesi,Gianyar,Gianyar,Bali,80515,-8.5477305,115.3488208
3011,Pura Gajah,,"Jl. Tukad Alas Arum No.2, Sesetan, Denpasar Selatan, Kota Denpasar, Bali, 80225",Sesetan,Denpasar Selatan,Kota Denpasar,Bali,80225,-8.6882617,115.2170772
3012,Pura Galuh Desa Sengkidu,,"Jl. Mendira, Sengkidu, Manggis, Karangasem, Bali, 80871",Sengkidu,Manggis,Karangasem,Bali,80871,-8.5004851,115.5534317
3013,pura gamat,,"Sakti, Nusapenida, Klungkung, Bali, 80771",Sakti,Nusapenida,Klungkung,Bali,80771,-8.6990982,115.480701
3014,Pura Gambir Pasek Gel-Gel,,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4116016,115.5240981
3015,Pura Gamongan,,"Tiyingtali, Abang, Karangasem, Bali, 80852",Tiyingtali,Abang,Karangasem,Bali,80852,-8.3963369,115.6360026
3016,"Pura Gana Desa Pakraman Tegal Saat, Pejeng Kangin, Gianyar",,"Pejeng Kangin, Tampaksiring, Gianyar, Bali, 80515",Pejeng Kangin,Tampaksiring,Gianyar,Bali,80515,-8.4563117,115.3099831
3017,Pura Ganda Natar Sari,,"Unnamed Road, Kuwum, Mengwi, Badung, Bali, 80351",Kuwum,Mengwi,Badung,Bali,80351,-8.4475834,115.1876579
3018,Pura Gandamayu,,"Beringkit, Marga, Tabanan, Bali, 82181",Beringkit,Marga,Tabanan,Bali,82181,-8.5228909,115.1624646
3019,Pura Gandewangi,,"alasharum, Bungkulan, Sawan, Buleleng, Bali, 81171",Bungkulan,Sawan,Buleleng,Bali,81171,-8.0833754,115.1667411
3020,Pura Gangga Pertiwi,,"Unnamed Road, Batu Kumbung, Lingsar, Lombok Barat, NTB, 83371",Batu Kumbung,Lingsar,Lombok Barat,NTB,83371,-8.5739783,116.1908195
3021,PURA GANTER,,"Siangan, Gianyar, Bali, 80515",0,Siangan,Gianyar,Bali,80515,-8.5023906,115.3118547
3022,Pura Garba (Kawitan Arya Dauh),Pura Kawitan,"Unnamed Rd, Bebandem, Karangasem 80861, Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4217065,115.5316129
3023,Pura Garmen Mas,,"Satra, Kintamani, Bangli, Bali, 80652",Satra,Kintamani,Bangli,Bali,80652,-8.17597,115.2596683
3024,Pura Gede,Pura Gede,"Sudaji, Sawan, Buleleng, Bali, 81161",Sudaji,Sawan,Buleleng,Bali,81161,-8.1682514,115.1644242
3025,Pura Gede Bang Api & Pengulun Subak,,"Jl. Banjar Tengah Gulingan, Gulingan, Mengwi, Badung, Bali, 80352",Gulingan,Mengwi,Badung,Bali,80352,-8.5403083,115.1909475
3026,Pura Gede Batursari,,"Jl. Wani, Bitera, Gianyar, Gianyar, Bali, 80515",Bitera,Gianyar,Gianyar,Bali,80515,-8.5291685,115.3090339
3027,Pura Gede Bhujangga Waisnawa Sibanggede,,"Jl. Raya Sibanggede V Gg. Buntu No.2, Sibang Gede, Abiansemal, Badung, Bali, 80352",Sibang Gede,Abiansemal,Badung,Bali,80352,-8.5774021,115.2202139
3028,Pura Gede Budeng,,"Budeng, Jembrana, Jembrana, Bali, 82218",Budeng,Jembrana,Jembrana,Bali,82218,-8.3812831,114.6362998
3029,Pura Gede BUN Banjar LEBA,,"Unnamed Road, Perean Kangin, Baturiti, Tabanan, Bali, 82191",Perean Kangin,Baturiti,Tabanan,Bali,82191,-8.4303481,115.2072095
3030,Pura Gede Dalem Blambangan,,"Jl. Pulau Jawa II, Loloan Timur, Jembrana, Jembrana, Bali, 82218",Loloan Timur,Jembrana,Jembrana,Bali,82218,-8.372658,114.6285719
3031,Pura Gede Dalem Warung,,"Jl. Dalem Wr. No.5, Pererenan, Mengwi, Badung, Bali, 80351",Pererenan,Mengwi,Badung,Bali,80351,-8.6322786,115.1392882
3032,Pura Gede Desa Mayong,,"Mayong, Seririt, Buleleng, Bali, 81153",Mayong,Seririt,Buleleng,Bali,81153,-8.2355084,114.961487
3033,Pura Gede Gunung Sari,,"Jl. Raya Tumbakbayuh No.9, Tumbak Bayuh, Mengwi, Badung, Bali, 80351",Tumbak Bayuh,Mengwi,Badung,Bali,80351,-8.6140041,115.1470279
3034,Pura Gede Jembrana,,"Batuagung, Jembrana, Jembrana, Bali, 82218",Batuagung,Jembrana,Jembrana,Bali,82218,-8.360876,114.6433789
3035,Pura Gede Kawisakti,,"Kaba-Kaba, Kediri, Tabanan, Bali, 82121",Kaba-Kaba,Kediri,Tabanan,Bali,82121,-8.5896841,115.1414096
3036,Pura Gede Linjong,,"Linjong, Tiga, Susut, Tiga, Susut, Bangli, Bali, 80661",Tiga,Susut,Bangli,Bali,80661,-8.3514756,115.3511882
3037,Pura Gede Luhur Batu Ngaus,,"Cemagi, Mengwi, Badung, Bali",Cemagi,Mengwi,Badung,Bali,0,-8.6397309,115.0998247
3038,Pura Gede Pecangakan,,"Jl. Merak, Pendem, Jembrana, Jembrana, Bali, 82218",Pendem,Jembrana,Jembrana,Bali,82218,-8.3538192,114.6376344
3039,Pura Gede Penataran Pasek Tatar Kalanganyar,,"Gegelang, Manggis, Karangasem, Bali, 80871",Gegelang,Manggis,Karangasem,Bali,80871,-8.4910545,115.4790243
3040,Pura Gede Sarining Mumbul,,"Banjar Jawa, Buleleng, Buleleng, Bali, 81114",Banjar Jawa,Buleleng,Buleleng,Bali,81114,-8.1127567,115.0890743
3041,Pura Gede Ulun Bhuana,,"Kukuh, Marga, Tabanan, Bali, 82181",Kukuh,Marga,Tabanan,Bali,82181,-8.5092971,115.1588436
3042,Pura Gedong,,"North Bajera, Selemadeg, Tabanan, Bali, 82162",North Bajera,Selemadeg,Tabanan,Bali,82162,-8.4691287,115.032753
3043,Pura gedong arta,,"Jl. Tj., Jagaraga Indah, Kediri, Lombok Barat, NTB, 83362",Jagaraga Indah,Kediri,Lombok Barat,NTB,83362,-8.6551342,116.1619227
3044,Pura Gedong Banjar Pangkung Desa Pejaten,,"Bengkel, Kediri, Tabanan, Bali, 82112",Bengkel,Kediri,Tabanan,Bali,82112,-8.5775256,115.0987819
3045,Pura Gedong Jelantik Blahbatuh,,"Jl. Kebo Iwa No.57, Blahbatuh, Blahbatuh, Gianyar, Bali, 80581",Blahbatuh,Blahbatuh,Gianyar,Bali,80581,-8.5648263,115.301567
3046,Pura Gedong Simpen,,"Unnamed Road, Buana Giri, Bebandem, Karangasem, Bali, 80852",Buana Giri,Bebandem,Karangasem,Bali,80852,-8.4216779,115.5789765
3047,Pura Geduh,,"Kerobokan Kaja, North Kuta, Badung, Bali, 80361",Kerobokan Kaja,North Kuta,Badung,Bali,80361,-8.6445937,115.1658117
3048,Pura Geger Dalem Pemutih,,"Jl. Pura Geger, Benoa, Kuta Selatan, Badung, Bali",Benoa,Kuta Selatan,Badung,Bali,0,-8.8193892,115.2245903
3049,Pura Gelgel Umbara,,"Gg. Rijasa, Sumerta Kaja, Denpasar Timur, Kota Denpasar, Bali, 80235",Sumerta Kaja,Denpasar Timur,Kota Denpasar,Bali,80235,-8.6403115,115.2310259
3050,Pura Geluguh,,"Montong Are, Kediri, Lombok Barat, NTB 83362",Montong Are,Kediri,Lombok Barat,NTB ,83362,-8.6472935,116.1715975
3051,pura gemblong petinggian,,"Jl. Petinggian, Kutampi Kaler, Nusapenida, Klungkung, Bali, 80771",Kutampi Kaler,Nusapenida,Klungkung,Bali,80771,-8.687902,115.5459937
3052,Pura Genah Toyaning Belong,,"Seminyak, Kuta, Badung, Bali, 80361",Seminyak,Kuta,Badung,Bali,80361,-8.6944497,115.1730639
3053,"Pura Gentel Gumi, Tangtu",,"Kesiman Kertalangu, East Denpasar, Kota Denpasar, Bali",Kesiman Kertalangu,Denpasar Timur,Kota Denpasar,Bali,0,-8.6521077,115.2647282
3054,Pura gepah poleng lilin,,"Dusun lilin, desa giri tembesi, Banyu Urip, Gerung, Lombok Barat, NTB, 83363",Banyu Urip,Gerung,Lombok Barat,NTB,83363,-8.7069674,116.1299498
3055,Pura Geria Tulamben,,"Tulamben, Kubu, Karangasem, Bali, 80852",Tulamben,Kubu,Karangasem,Bali,80852,-8.285503,115.5906129
3056,Pura Gerobag Besi,,"Jl. Bukit Permai No.2, Jimbaran, Kuta Selatan, Badung, Bali, 80361",Jimbaran,Kuta Selatan,Badung,Bali,80361,-8.7822999,115.1629296
3057,Pura Gerombong,,"Baturinggit, Kubu, Karangasem, Bali, 80853",Baturinggit,Kubu,Karangasem,Bali,80853,-8.2328514,115.5589826
3058,Pura Gili Santi,,"North Cakranegara, Cakranegara, Mataram City, NTB 83237",North Cakranegara,Cakranegara,Kota Mataram,NTB ,83237,-8.5794269,116.1361108
3059,Pura Gili Selang,,"Seraya Timur, Karangasem, Karangasem, Bali, 80852",Seraya Timur,Karangasem,Karangasem,Bali,80852,-8.4001416,115.7102622
3060,Pura Giri Kusuma,,"Batubulan Kangin, Sukawati, Gianyar, Bali, 80582",Batubulan Kangin,Sukawati,Gianyar,Bali,80582,-8.6174628,115.2733163
3061,Pura Giri Mani Maya Nirbana,,"Lokasari, Sidemen, Karangasem, Bali, 80864",Lokasari,Sidemen,Karangasem,Bali,80864,-8.5068587,115.4285976
3062,Pura Giri Manik Amerta,,"selagolong,lelongken, Sajang, Sembalun, Lombok Timur, NTB, 83656",Sajang,Sembalun,Lombok Timur,NTB,83656,-8.3138042,116.5030424
3063,Pura Giri Natha Nusa Dua Beach Hotel And Spa,,"Benoa, South Kuta, Badung, Bali, 80361",Benoa,South Kuta,Badung,Bali,80361,-8.7940873,115.2290439
3064,PURA GIRI PETAPAN,,"Selumbung, Manggis, Karangasem, Bali, 80871",Selumbung,Manggis,Karangasem,Bali,80871,-8.4626521,115.534601
3065,Pura Giri Puspa,,"Persen, Kedungasri, Tegaldlimo, Banyuwangi, East Java 68484",Kedungasri,Tegaldlimo,Banyuwangi,Jawa Timur ,68484,-8.5225832,114.342628
3066,Pura Giri Putra,,"Dusun Pemunut, Desa, Suranadi, Narmada, Lombok Barat, NTB 83371",Suranadi,Narmada,Lombok Barat,NTB,83371,-8.5536848,116.2585539
3067,Pura Goa Batu Metandal,,"Pecatu, South Kuta, Badung, Bali",Pecatu,South Kuta,Badung,Bali,0,-8.83435,115.0870979
3068,Pura Goa Dalem Pingit,,"Pecatu, South Kuta, Badung, Bali, 80361",Pecatu,South Kuta,Badung,Bali,80361,-8.8142778,115.1022339
3069,Pura Goa Gajah,,"Bedulu, Blahbatuh, Gianyar, Bali, 80581",Bedulu,Blahbatuh,Gianyar,Bali,80581,-8.5231961,115.2866194
3070,Pura Goa Lawah,,"Pagesangan Timur, Mataram, Mataram City, NTB 83127",Pagesangan Timur,Mataram,Kota Mataram,NTB,83127,-8.595565,116.111812
